LIST AKL PRODUCT ;;;;AKL EXPIRED;;;;
;;;;;;;;
Kode;Nama product;Kelompok;AKL NO;Expired AKL;Lampiran;Category;Vendor;Keterangan
DJO.14820;Cord Power DSW E.U Plug;;AKL 21403220234;01/02/27;;;DJO;
DJO.14836;PCB DIATHERMY RF COPLER CAL;sparepart;-;;;Sparepart;DJO;
DJO.1500;COLPAC Blue Vinyl Standard Size 28 cm x 36 cm;;-;;;;DJO;
DJO.15-0011;HUBER 360 M 230V;Elektromedik Non - Radiasi;AKL 11403718031;13/02/22;;Unit;DJO;
DJO.15-0140;Intelect Mobile 2 Ultrasound Applicator 1 cm2;;AKL 21403220300;01/02/27;;;DJO;
DJO.15-0141;Intelect Mobile 2 Ultrasound Applicator 2 cm2;;AKL 21403220300;01/02/27;;;DJO;
DJO.15-0142;Intelect Mobile 2 Ultrasound Applicator 5 cm2;;AKL 21403220300;01/02/27;;;DJO;
DJO.1502;COLPAC Blue Vinyl Size 8 cm x 28 cm;;AKL 21403220300;01/02/27;;Unit;DJO;
DJO.1504;COLPAC Blue Vinyl Quarter Size 14 cm x 19 cm;;-;;;Unit;DJO;
DJO.1506;COLPAC Blue Vinyl Half Size 19 cm x 28 cm;;-;;;;DJO;
DJO.1508;COLPAC Blue Vinyl Neck Contour 58 cm long;;-;;;Unit;DJO;
DJO.1510;COLPAC Blue Vinyl Eye (shaped to cover closed eyelids);;-;;;Unit;DJO;
DJO.15-1136;Intelect Mobile 2 Cart;;AKL 21403220300;01/02/27;;;DJO;
DJO.15-1137;Intelect Mobile 2 Cart with Vacuum;;-;;;;DJO;
DJO.1512;COLPAC Blue Vinyl Oversize 28 cm x 53 cm;;-;;;;DJO;
DJO.15-1201;Intelect Mobile 2 Ultrasound;;AKL 21403220301;01/02/27;;;DJO;
DJO.15-1203;Intelect Mobile 2 Stim;;AKL 21003220068;01/02/27;;;DJO;
DJO.15-1205;Intelect Mobile 2 Combo;;AKL 21403220300;01/02/27;;;DJO;
DJO.1534-12;BOO-BOO PAC Royal Blue (12 Packs);;-;;;;DJO;
DJO.1552;Colpac Black PU Standard 25x34 cm;;-;;;Unit;DJO;
DJO.1554;Colpac Black PU Neck Contour 53cm Long;;-;;;Unit;DJO;
DJO.1556;Colpac Black PU Oversize 32x47cm;;-;;;Unit;DJO;
DJO.1562;Colpac Black PU Half Size 17x28 cm;;-;;;Unit;DJO;
DJO.1602;Intelect Shortwave SWD 100 (100-240v);;-;;;Unit;DJO;
DJO.17638;R15 15 mm ESWT Transmitter;;-;;;;DJO;
DJO.19000;F-SW Handpiece;Aksesoris;AKL 31301811431;01/02/27;v;Aksesoris;DJO;
DJO.19094;D-Actor Cable;;-;;;;DJO;
DJO.19100;F-SW Stand off 1 (30mm);;AKL 31301811431;01/02/27;;;DJO;
DJO.19200;F-SW Stand off 2 (15mm);;AKL 31301811431;01/02/27;;;DJO;
DJO.2029;OptiFlex®-S Shoulder CPM;;-;;;Unit;DJO;
DJO.20453217;Capacitive Electrodes 120mm;;-;;;;DJO;
DJO.20500;THERMOSTAT RESALE;;-;;;Unit;DJO;
DJO.2074;Intelect RPW unit - 230V;;-;;;;DJO;
DJO.207901;HPL Applicator 26 mm;;AKL 21403021266;01/02/27;;;DJO;
DJO.207902;HPL Applicator 38 mm;Aksesoris;AKL 21403021266;01/02/27;v;Unit;DJO;
DJO.20971;Cord set AUSTR.86516050 IEC320 Orange;;AKL 21401810016;01/02/27;;;DJO;
DJO.20976;Power Supply Cord (Indian) 18 AWG, 80 in (203.2 cm), Shielded ;Aksesoris;AKL 21401810016;01/02/27;v;Aksesoris;DJO;
DJO.2107;HYDROCOLLATOR Model E-1 (Station);;-;;;;DJO;
DJO.21090;Intelect F-SW Set ROW;Elektromedik Non - Radiasi;AKL 31301811431;01/02/27;v;Unit;DJO;
DJO.21284;Cordset Eur250 CM 35/3R4250NR13;Aksesoris;AKL 21403812068;01/02/27;v;Aksesoris;DJO;
DJO.21384;Flat Washer;;-;;;;DJO;
DJO.2174;Intelect RPW 2;;AKL 21403220234;01/02/27;;;DJO;
DJO.2307;HYDROCOLLATOR Model SS-2 (Mobile);;-;;;;DJO;
DJO.2407;HYDROCOLLATOR Model M-2 (Mobile);;-;;;Unit;DJO;
DJO.2506;HYDROCOLLATOR Model M-4 (Mobile);;-;;;Unit;DJO;
DJO.2532117;WPRO 4Ch Standard;;-;;;;DJO;Tidak ada AKL / SUKET
DJO.2532119;WPRO 4CH Full;;-;;;Unit;DJO;Tidak ada AKL / SUKET
DJO.2532660;WPRO 2Ch Standard;;-;;;Unit;DJO;Tidak ada AKL / SUKET
DJO.25-8080;VitalStim Plus Snap Lead Wires;Elektromedik Non - Radiasi;AKL 21403718519;01/02/27;v;Sparepart;DJO;
DJO.25-9886;TUNER ENCLOSURE SERVICE ASSY;;-;;;Unit;DJO;
DJO.26497;F-SW Service Kit Handpiece Revision Kit Sepia;;AKL 31301811431;01/02/27;;;DJO;
DJO.27-0010A;PCB Control NEO;Sparepart;-;;;Sparepart;DJO;
DJO.27-0010B-SP;Service Part PCBA Control BRD Intelect Neo;;-;;;;DJO;
DJO.27-0011-SP;PCBA Dial Intensity, Neo;;-;;;;DJO;
DJO.27-0013-SP;PCBA Backplane Neo;;-;;;;DJO;
DJO.27004;KNOB OVERMOLD INTENSIFER SPEC;Sparepart;-;;;Sparepart;DJO;
DJO.27006;BASE EPR;Sparepart;-;;;Sparepart;DJO;
DJO.27008;IEC CONNECTOR COVER (BLUE);;-;;;;DJO;
DJO.27009;Data Card Housing;;-;;;;DJO;
DJO.27010;Ultrasound Head Holder;;-;;;;DJO;
DJO.27012;CONTRAST KNOB;;-;;;;DJO;
DJO.27021;Air Exhaust Funnel (Funnel EPR);;-;;;;DJO;
DJO.27026;KEYMAT LEFT EPR SPECIALTY;Sparepart;-;;;Sparepart;DJO;
DJO.27027;KEYMAT RIGHT EPR SPECIALTY;Sparepart;-;;;Sparepart;DJO;
DJO.27028;KEYMAT FUNCTION SPECIALTY;Sparepart;-;;;Sparepart;DJO;
DJO.27037;Grip Overmold Assy 2cm BLUE;Sparepart;-;;;Sparepart;DJO;
DJO.27038;GRIP OVERMOLD ASSY 5CM SPEC;Sparepart;-;;;Sparepart;DJO;
DJO.27039;GRIP OVERMOLD ASSY 10CM SPEC;Sparepart;-;;;Sparepart;DJO;
DJO.27040;HOLDER PROBE PIN;Sparepart;-;;;Sparepart;DJO;
DJO.27042;Cart Base Advanced / Genisys;;AKL 21401810017;01/02/27;;;DJO;
DJO.27048;POWER SUPPLY 100W SA1OF-2442V-3;;-;;;;DJO;
DJO.27049;PWR SUPPLY 75W SA175F-2432V-3;;-;;;;DJO;
DJO.27051;PCB KEYMAT ASSY;Sparepart;-;;;Sparepart;DJO;
DJO.27053;CONTROL BOARD (Stim);Sparepart;-;;;Sparepart;DJO;
DJO.27055;PCB ULTRASOUND ASSY;Sparepart;-;;;Sparepart;DJO;
DJO.27057;PCB STIM ASSY EPR;;-;;;;DJO;
DJO.27059;PCB Connector Assy for Adv;Sparepart;-;;;Sparepart;DJO;
DJO.27061;PCB CONNECTOR ASSY MODULE;Sparepart;-;;;Sparepart;DJO;
DJO.27073;PCB 5CM APPLICATOR ASSY;Sparepart;-;;;Sparepart;DJO;
DJO.27075;PCB APPLICATOR ASSY EXTRA LG 10CM;Sparepart;-;;;Sparepart;DJO;
DJO.27079;Operator Remote for Channels 3/4;;-;;;;DJO;
DJO.27093;SPACER COLOR LCD;Sparepart;-;;;Aksesoris;DJO;
DJO.27106;CABLE ASSY, APPLICATOR, BLUE;Aksesoris;-;;;Aksesoris;DJO;
DJO.27107;Upper Casing For Advance Unit;;-;;;;DJO;
DJO.27126;US CRYSTAL HEAD 1 CM;Sparepart;-;;;Sparepart;DJO;
DJO.27129;US APPLICATOR HEAD 10 CM;;-;;;;DJO;
DJO.27132;Grip Overmold Assy 1cm BLUE;Sparepart;-;;;Sparepart;DJO;
DJO.27133;ADVANCED Carrying Bag;Aksesoris;-;;;Aksesoris;DJO;
DJO.27142;Screw M3x6mm;;-;;;;DJO;
DJO.27150;"FEET 1/2""DX1/4""H BLK 95495K221";;-;;;;DJO;
DJO.27151;SWITCH 20MM DIA DPST BLK;Sparepart;-;;;Sparepart;DJO;
DJO.27159;CABLE TCSD-20-D-15.00-01-N-R For Intelect Advanced;;-;;;;DJO;
DJO.27161;HEADER, 40 PIN, DBL ROW, TW-20-09-D-235-235;Sparepart;-;;;Sparepart;DJO;
DJO.27162;LCD DISPLAY, COLOR, ADVANCE;;-;;;;DJO;
DJO.27244;Top Assembly        (Mobile Ultrasound);Sparepart;-;;;Sparepart;DJO;
DJO.27249;PCB ASSY XPORTABLE COMBO CONT (Control Board Stim);Sparepart;-;;;Sparepart;DJO;
DJO.27252;BASE TRANSPORTABLE;Sparepart;-;;;Aksesoris;DJO;
DJO.27253;Plynth Transportable;;-;;;;DJO;
DJO.27255;KEYMAT TRANSPORTABLE BLUE;Sparepart;-;;;Sparepart;DJO;
DJO.27256;Applicator Holder;;-;;;;DJO;
DJO.27258;Trans Applicator Infill;;-;;;;DJO;
DJO.27259;Connector Infill Panel;;-;;;;DJO;
DJO.27261;SPACER LCD TRANSPORTABLE;Sparepart;-;;;Sparepart;DJO;
DJO.27263;Rear Vent Transport Blue;;-;;;;DJO;
DJO.27264;DISPLAY LCD TRANSPORTABLE;;-;;;;DJO;
DJO.27265;POWER SUPPLY TRANSPORTABLE;Sparepart;-;;;Sparepart;DJO;
DJO.27268;PCB CONTROL TRANSPORTABLE US;Sparepart;-;;;Sparepart;DJO;
DJO.27269;PCB Ultrasound Transportable;Sparepart;-;;;Sparepart;DJO;
DJO.27306;IEC COVER CONNECTOR (WHITE);;-;;;;DJO;
DJO.27312;Stim Lead wires channel 1;Aksesoris;AKL 21403718496;01/02/27;v;Aksesoris;DJO;
DJO.27313;Stim Lead wires channel 2;Aksesoris;AKL 21403718496;01/02/27;v;Aksesoris;DJO;
DJO.27314;Stim Lead wires channel 3;Aksesoris;AKL 21403718496;01/02/27;v;Aksesoris;DJO;
DJO.27315;Stim Lead wires channel 4;Aksesoris;AKL 21403718496;01/02/27;v;Aksesoris;DJO;
DJO.27317;Vacuum To Theraphy System Lead Wire Chn 1;Aksesoris;-;;;Aksesoris;DJO;
DJO.27318;Vacuum To Theraphy System Lead Wire Chn 2;Aksesoris;-;;;Aksesoris;DJO;
DJO.27321;EMG Leadwire Ch 1;Aksesoris;-;;;Aksesoris;DJO;
DJO.27322;EMG Leadwire Ch 2;Aksesoris;-;;;Aksesoris;DJO;
DJO.27333;Ultrasound Applicator 1 cm_ - Small;Aksesoris;AKL 21403718496;01/02/27;v;Aksesoris;DJO;
DJO.27334;Ultrasound Applicator 2 cm_ - Medium;Aksesoris;AKL 21403718496;01/02/27;v;Aksesoris;DJO;
DJO.27335;Ultrasound Applicator 5 cm_ - Large;Aksesoris;AKL 21403718496;01/02/27;v;Aksesoris;DJO;
DJO.27336;Ultrasound Applicator 10 cm_;Aksesoris;AKL 21403718496;01/02/27;v;Aksesoris;DJO;
DJO.27353;Stim Board to Ribbon Cable Header;Sparepart;-;;;Sparepart;DJO;
DJO.27410;BATTERY COMPARTMENT COVER;;-;;;;DJO;
DJO.27412;Base Transportable Deep;;-;;;;DJO;
DJO.27415;Trans Conn Infill Stim;;-;;;;DJO;
DJO.27419;PCB ASSY XPORTABLE STIM CH1;Sparepart;-;;;Sparepart;DJO;
DJO.27438;Vacuum Control PC Board;;-;;;;DJO;
DJO.27467;MOBILE Carrying Bag;Aksesoris;AKL 21403718496;01/02/27;v;Aksesoris;DJO;
DJO.27469;Patient Interrupt Switch;;-;;;;DJO;
DJO.27470;Patient Interrupt Switch (Ch 3/4);;AKL 21403812068;01/02/27;;;DJO;
DJO.27478;Battery Pack;Aksesoris;AKL 21401810016;01/02/27;v;Aksesoris;DJO;
DJO.27496;Harn EPR Backlight Power - Advanced;;-;;;;DJO;
DJO.27498;PCB ASSY XPORTABLE STIM CH2;Sparepart;-;;;Sparepart;DJO;
DJO.27508;Operator Remote for Channels 1/2;;-;;;;DJO;
DJO.27525;Laser Protection Glasses (x1);Aksesoris;AKL 21403812068;01/02/27;v;Unit;DJO;
DJO.27553;Top Assembly (Mobile Stim - Combo);Sparepart;-;;;Sparepart;DJO;
DJO.2755CS;ADVANCED Color Stim  ;;-;;;;DJO;
DJO.27560;KEYPAD TRANSPORTABLE STIM XT;Sparepart;-;;;Sparepart;DJO;
DJO.27561;KEYMAT TRANS BLU W/CURSOR STIM;Sparepart;-;;;Sparepart;DJO;
DJO.2757;ESTI-2 LOAD TEST BOX (PHANTOM);;-;;;Unit;DJO;
DJO.27579;PCB TRANSPORTABLE LASER ASSY;;-;;;Sparepart;DJO;
DJO.27588;HEADER, 22 PIN, SNG ROW, TSW-122-14-G-S;;-;;;Sparepart;DJO;
DJO.27592;SHIELD T-PORT POWER SUPPLY;;-;;;;DJO;
DJO.27600;PCB 1CM/3MHZ APPL DOMEST ASSY;;-;;;Sparepart;DJO;
DJO.2762CC;ADVANCED Color Combo + EMG;Elektromedik Non - Radiasi;-;;;Unit;DJO;
DJO.2765CS;ADVANCED Color Stim + EMG;Elektromedik Non - Radiasi;-;;;Unit;DJO;
DJO.27686;CABLE ASSY, LASER;Aksesoris;-;;;Aksesoris;DJO;
DJO.2771;EMG and sEMG+ Electrical Stimulation Module includes 4x Dura-Stick 3 cm round electrodes ;;-;;;;DJO;
DJO.27745;Vacuum Lead Hose CH.1;;-;;;;DJO;
DJO.27746;Vacuum Lead Hose CH.2;;-;;;;DJO;
DJO.2775;Therapy System Cart;Aksesoris;AKL 21403812068;01/02/27;v;Aksesoris;DJO;
DJO.2776;MOBILE ULTRASOUND (US);Elektromedik Non - Radiasi;AKL 21401810017;01/02/27;v;Unit;DJO;
DJO.2777;MOBILE Stim (ES);Elektromedik Non - Radiasi;AKL 21401810016;01/02/27;v;Unit;DJO;
DJO.27775;Top Assembly        (Mobile Laser);;-;;;;DJO;
DJO.2778;MOBILE Combo;Elektromedik Non - Radiasi;AKL 21403718496;01/02/27;v;Unit;DJO;
DJO.2779;MOBILE Laser;Elektromedik Non - Radiasi;AKL 21403812068;01/02/27;v;Unit;DJO;
DJO.27799;Probe 1 Diode 10mW LED 670nm;Aksesoris;AKL 21403812068;01/02/27;v;Aksesoris;DJO;
DJO.27802;Probe 33 Diode Cluster 5x50mW;;AKL 21403812068;01/02/27;;;DJO;
DJO.27803;Probe 1 Diode 40mW Laser 850nm;Aksesoris;AKL 21403812068;01/02/27;v;Aksesoris;DJO;
DJO.27804;Probe 1 Diode 150mW Laser 850nm;Aksesoris;AKL 21403812068;01/02/27;v;Aksesoris;DJO;
DJO.27805;Probe 1 Diode 300mW Laser 820nm;Aksesoris;AKL 21403812068;01/02/27;v;Aksesoris;DJO;
DJO.27807;Probe 33 Diode Cluster 5x100mW Laser;;AKL 21403812068;01/02/27;;;DJO;
DJO.27808;Probe 33 Diode Cluster 5x200mW Laser;;AKL 21403812068;01/02/27;;;DJO;
DJO.27809;Probe 33 Diode Cluster No Laser;;AKL 21403812068;01/02/27;;;DJO;
DJO.27810;Probe 9 Diode Cluster 5x50mW Laser;Aksesoris;AKL 21403812068;01/02/27;v;Aksesoris;DJO;
DJO.27811;Probe 9 Diode Cluster 5x100mW Laser;;AKL 21403812068;01/02/27;;;DJO;
DJO.27812;Probe 9 Diode Cluster 5x200mW Laser;Aksesoris;AKL 21403812068;01/02/27;v;Aksesoris;DJO;
DJO.27813;Probe 13 Diode Cluster 3x50mW Laser;;AKL 21403812068;01/02/27;;;DJO;
DJO.27814;Probe 13 Diode Cluster 3x100mW Laser;Aksesoris;AKL 21403812068;01/02/27;v;Aksesoris;DJO;
DJO.27815;Probe 19 Diode Cluster No Laser;;AKL 21403812068;01/02/27;;;DJO;
DJO.27816;Probe 13 Diode Cluster 3x200mW Laser;;AKL 21403812068;01/02/27;;;DJO;
DJO.27840;Probe 1 Diode 100mW Laser 850nm;Aksesoris;AKL 21403812068;01/02/27;v;Aksesoris;DJO;
DJO.27841;Probe 1 Diode 200mW Laser 850nm;Aksesoris;AKL 21403812068;01/02/27;v;Aksesoris;DJO;
DJO.27842;Acupuncture Point Locator;;-;;;;DJO;
DJO.2785;ADVANCED Vacuum Electrode Module ;;-;;;Unit;DJO;
DJO.27983;Base Deeper Transp Combo;;-;;;;DJO;
DJO.27984;Combo Infill Panel;;-;;;;DJO;
DJO.2805;Mobile RPW Unit (110 - 240 V);Elektromedik Non - Radiasi;AKL 21401810996;13/02/22;v;Unit;DJO;DISCONTINUED
DJO.2806;HYDROCOLLATOR Model E-2 (Station);;-;;;;DJO;
DJO.28076;KIT EPR SOFW UPGRADE INT'L;;-;;;;DJO;
DJO.28092;PCB CONTROL LASER PROGRAMMED;Sparepart;-;;;Aksesoris;DJO;
DJO.2825;Quickwrap DTS Belting System;;AKL 21403220224;01/02/27;;Aksesoris;DJO;
DJO.28329;TRNSDR ASSY 2CM APPLICAT;;-;;;;DJO;
DJO.28330;TRNSDR ASSY 5CM APPLICATOR EDO;Sparepart;-;;;Sparepart;DJO;
DJO.28331;TRNSDR ASSY 10CM APPLICATR EDO;Sparepart;-;;;Sparepart;DJO;
DJO.28380;DRIVER BOARD;;-;;;Sparepart;DJO;
DJO.28440;LCD SCREEN Intelect advanced;;-;;;Sparepart;DJO;
DJO.28507;Iec Cable Hatch Ice Blue;;-;;;;DJO;
DJO.28516;INT ADVANCED INTENSITY ENCODER;;-;;;Sparepart;DJO;
DJO.28603;Key mat Blue stim/combo;;-;;;;DJO;
DJO.28605;Key mat Blue Laser;;-;;;;DJO;
DJO.28606;DISPLAY BACKLIGHT EW50851FLWU*A1;;-;;;Sparepart;DJO;
DJO.28699;D-ACTOR® Hand Piece Applicator Set;;AKL 21401810996;13/02/22;v;Sparepart;DJO;AKL Tidak di Perpanjang
DJO.28701;D-Actor Handpiece Revision;;AKL 21401026920;01/02/27;v;Aksesoris;DJO;
DJO.28706;Decal Software Upgrade RPW;;-;;;Aksesoris;DJO;
DJO.28724;D20-S D-ACTOR 20mm Transmitter;;AKL 21401810996;13/02/22;v;Aksesoris;DJO;AKL Tidak di Perpanjang
DJO.28725;Transmitter D35 D-ACTOR 35 mm;;-;;;;DJO;
DJO.28726;Transmitter F15 Focus-Lens 15 mm;;-;;;;DJO;
DJO.28728;Transmitter DI15 Deep Impact 15 mm;;-;;;;DJO;
DJO.28729;Transmitter C15 CERAma-x® 15mm;;-;;;;DJO;
DJO.28730;V-ACTOR® Hand Piece Applicator Set;;AKL 21401810996;13/02/22;v;Aksesoris;DJO;
DJO.28736;Transmitter D20 T Titanium 20mm;;AKL 21403220234;01/02/27;v;Aksesoris;DJO;
DJO.28740;V25 V-ACTOR® 25 mm vibration transmitter;;AKL 21403220234;01/02/27;v;Aksesoris;DJO;
DJO.28741;Transmitter V40 V-ACTOR® 40mm Vibration;;AKL 21403220234;01/02/27;;;DJO;
DJO.28745;Mobile RPW Carrying Bag;;-;;;;DJO;DISCONTINUED
DJO.2879;Intelect HPL 7, High Power Laser 7 Watt;Elektromedik Non - Radiasi;AKL 21403021266;01/02/27;v;Unit;DJO;
DJO.2883;Mobile Cart Adapter;;AKL 21403812068;01/02/27;v;Aksesoris;DJO;
DJO.28900;NEO Ultrasound Applicator 1cm_ - Small;;AKL 21403810015;01/02/27;v;Aksesoris;DJO;
DJO.28901;NEO Ultrasound Applicator 2cm_ - Medium;;AKL 21403810015;01/02/27;v;Aksesoris;DJO;
DJO.28902;NEO Ultrasound Applicator 5cm_ - Large;;AKL 21403810015;01/02/27;v;Aksesoris;DJO;
DJO.2910;Intelect Mobile 2 RPW;Elektromedik Non - Radiasi;AKL 21401026920;01/02/27;v;Unit ;DJO;
DJO.2979;Intelect HPL 15, High Power Laser 15 Watt;;AKL 21403021644;01/02/27;;;DJO;
DJO.30680-230V;Intelect RPW Lite;;-;;;;DJO;
DJO.3114;COLPAC Chilling unit Model C-5®;;-;;;;DJO;
DJO.3123;Galaxy 2 Section Head-Rest, Electrical, All-round Switch, Castors;;AKL 21403220217;25/05/27;;Unit;DJO;
DJO.3133;Galaxy 3 Section Electrical, All-round Switch, Castors;;AKL 21403220214;25/05/27;;Unit;DJO;
DJO.3263;Galaxy TTET300 Electr 2 Wheels;;-;;;Unit;DJO;
DJO.3264;Galaxy TTET300 Electr 4 Wheels;;-;;;;DJO;
DJO.3265;Traction Stool;;AKL 21403220225;01/02/27;;Aksesoris;DJO;
DJO.33371;ACTUATOR 6,000N - 460MM-225MM;;-;;;Sparepart;DJO;
DJO.3814;Intelect Shortwave SWD 400 (115-230v);;-;;;Unit;DJO;
DJO.42182;Dura-Stick® Plus 5cm Round Foam (4x);;AKL 21403810015;01/02/27;;;DJO;
DJO.42190;Dura Stick 5 cm cloth square x4;;AKL 21403810015;01/02/27;v;Consumable;DJO;
DJO.42191;Dura Stick 5 x 9 cm cloth rectangle x4;;AKL 21403810015;01/02/27;;;DJO;
DJO.42192;Dura Stick+ 5 cm foam round x4;;AKL 21403810015;01/02/27;v;Consumable;DJO;
DJO.42193;Dura Stick+ 5 cm foam square x4;;AKL 21403810015;01/02/27;;;DJO;
DJO.42194;Dura Stick+ 5 x 9 cm foam rectangle x4;;AKL 21403810015;01/02/27;;;DJO;
DJO.42195;Dura Stick+ 4 x 6 cm foam oval x4;;AKL 21403810015;01/02/27;v;Consumable;DJO;
DJO.42196;Dura Stick+ 5 x 10 cm foam oval x4;;AKL 21403810015;01/02/27;v;Consumable;DJO;
DJO.42197;Dura Stick+ 5 cm cloth round x4;;AKL 21403718496;01/02/27;v;Consumable;DJO;
DJO.42198;Dura Stick+ 5 cm cloth square x4;;AKL 21403810015;01/02/27;v;Consumable;DJO;
DJO.42199;Dura Stick+ 5 x 9 cm cloth rectangle x4;;AKL 21403810015;01/02/27;v;Consumable;DJO;
DJO.42203;"Durastick 5 x 10 cm (2 x 4"") cloth rectangle dual snap mi x2";;AKL 21403810015;01/02/27;v;Consumable;DJO;
DJO.42204;"Durastick 5 cm (2"") cloth square mi";;AKL 21403810015;01/02/27;v;Consumable;DJO;
DJO.42219;Dura Stick+ 3.2 cm cloth round x4;;AKL 21403810015;01/02/27;v;Consumable;DJO;
DJO.4238;Conductor Transmission Gel 5000 ml;;AKL 21403718496;01/02/27;v;Consumable;DJO;
DJO.4248;Conductor Transmission Gel 270 ml;;AKL 21403718496;01/02/27;v;Consumable;DJO;
DJO.42901;Knee Bolster Set;;AKL 21403220369;30/11/26;;;DJO;
DJO.4650;F-SW Cart;;AKL 31301811431;01/02/27;;;DJO;
DJO.4749;Triton Traction Unit;;-;;;Unit;DJO;
DJO.4766;Triton EMG module;;-;;;;DJO;
DJO.4767;Triton DTS Package;;-;;;;DJO;
DJO.476900123AU;TRT 600 Table Impblue DTS;;-;;;;DJO;
DJO.4769E1;Triton 6E;;AKL 21403220225;01/02/27;;;DJO;
DJO.4769M1;Triton 6M;;AKL 21403220224;01/02/27;;;DJO;
DJO.4779;Tru-Trac Traction Unit;;AKL 21403220375;01/02/27;;Unit;DJO;
DJO.47801;PCB TRACTION CONTROL BD ASSY;;-;;;Sparepart;DJO;
DJO.47803;PCB TRACTION DRIVE BOARD ASSY;;-;;;Sparepart;DJO;
DJO.47823;Spring Mounting Screw;;-;;;;DJO;
DJO.47842;"Cable Traction Display 2.4""";;-;;;Aksesoris;DJO;
DJO.47846;Screw (Middle Spring);;-;;;;DJO;
DJO.47851;Screw (Selenoid Mounting);;-;;;;DJO;
DJO.47856;TOP COVER TRACTION 626-401;;-;;;Sparepart;DJO;
DJO.47857;Side Cover;;-;;;Sparepart;DJO;
DJO.47858;Front Cover;;-;;;;DJO;
DJO.47859;REAR COVER TRACTION 626-404 ASSY;;-;;;;DJO;
DJO.47869;Lock Knob;;-;;;Sparepart;DJO;
DJO.47871;Knob Cap;;-;;;Sparepart;DJO;
DJO.47881;Cover Hook KN BL Trac 626-421;;-;;;;DJO;
DJO.47884;Side Badge;;-;;;Sparepart;DJO;
DJO.47889;Spring Housing;;-;;;Sparepart;DJO;
DJO.47890;BRKT TOP ATTACH TRAC 626-430;;-;;;Sparepart;DJO;
DJO.47998;Top Guide Pulley Axle;;-;;;Sparepart;DJO;
DJO.48009;LOAD CELL ASSY , TRITON/TX TRACTION;;-;;;Sparepart;DJO;
DJO.48019;MOTOR 30W AXH W/200:1 GEARBOX;;-;;;Sparepart;DJO;
DJO.48031;"Rope HTP 5MMX60"" Navy/Silvr";;AKL 21403220375;01/02/27;;;DJO;
DJO.48039;Traction Clevis Package;;-;;;;DJO;
DJO.48047;HARN DRIVE TO CONTROL. (Ribbon Cable Triton DTS);;-;;;;DJO;
DJO.48062;Turn Table Plate;;-;;;Sparepart;DJO;
DJO.48063;DISPLAY ASSY GEN LINE;;-;;;Sparepart;DJO;
DJO.48072;Assy Display Speciality Line;;-;;;Sparepart;DJO;
DJO.48076;Traction Heavy Duty Carabiner;;-;;;;DJO;
DJO.48078;Top Guide Mounting Spacer;;-;;;Sparepart;DJO;
DJO.48082;PATIENT INTERRUPT SWITCH - Trutrac;;-;;;;DJO;
DJO.48083;Patient  Switch ASSY SPEC LINE- Triton;;-;;;;DJO;
DJO.48086;LCD TOUCHSCREEN NO 100554T009;;-;;;Sparepart;DJO;
DJO.48097;Front Cover Mounting Bracket;;-;;;Sparepart;DJO;
DJO.48105;Knuckle Hook;;-;;;;DJO;
DJO.48110;REAR COVER TRACTION;;-;;;;DJO;
DJO.48168;Spring Traction Rope Return;;-;;;Sparepart;DJO;
DJO.48182;Selenoid Replacement;;-;;;;DJO;
DJO.48700;Top Moulding Plate;;-;;;Sparepart;DJO;
DJO.4930;HPL Foot Switch Complete;;AKL 21403021266;01/02/27;;;DJO;
DJO.5001;Chatt Tape Beige;;-;;;;DJO;
DJO.5002;Chatt Tape Blue;;-;;;Consumable;DJO;
DJO.5003;Chatt Tape Black;;-;;;Consumable;DJO;
DJO.5004;Chatt Tape Pink;;-;;;Consumable;DJO;
DJO.56805;Vacuum Electrodes 60mm;;-;;;;DJO;
DJO.56806;Vacuum Sponges 60mm x4;;-;;;;DJO;
DJO.56852;Vacuum Electrodes 60mm (4) Stainless steel;;-;;;Consumable;DJO;
DJO.56901;Leadhose 2Line 2M DkGray CH2/4;;-;;;;DJO;
DJO.56902;Leadhose 2Line 2M BLACK CH1/3;;-;;;;DJO;
DJO.59006;Vitalstim Lead Wire Set;;-;;;Aksesoris;DJO;
DJO.59050;Lead Wire Ch 1 for Intelect Vitalstim;;AKL 21403718519;01/02/27;;Aksesoris;DJO;
DJO.59054;Lead Wire Ch 2 for Intelect Vitalstim;;AKL 21403718519;01/02/27;;Aksesoris;DJO;
DJO.59055;Lead Wire Ch 3 for Intelect Vitalstim;;AKL 21403718519;01/02/27;;Aksesoris;DJO;
DJO.59056;Lead Wire Ch 4 for Intelect Vitalstim;;AKL 21403718519;01/02/27;;Aksesoris;DJO;
DJO.59095;STIM Module (Channel 3 & 4) -- Intelect VTS;;-;;;;DJO;
DJO.590L;VitalStim Electrodes Large;;AKL 21403718519;01/02/27;;;DJO;
DJO.590S;VitalStim Electrodes Small;;AKL 21403718519;01/02/27;;;DJO;
DJO.5923-3;VITALSTIM Plus;;AKL 21403718519;01/02/27;v;Unit;DJO;
DJO.5951;INTELECT VITALSTIM;;-;;;;DJO;
DJO.6001;NEO Base Unit;;AKL 21403810015;01/02/27;v;Unit;DJO;
DJO.65983;LINAK MOTOR  LA -31.;;-;;;Sparepart;DJO;
DJO.6870;TTET-200 Electric Hi-Lo Table (cushions 71cm wide);;-;;;;DJO;
